,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,comment,followup
4234,Q_Exclusive breastfeeding at time of Penta 3,202201,Madina (BUM) CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4235,Q_Slept under LLIN last night Measles,202201,Madina (BUM) CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4236,Q_Slept under LLIN last night Measles,202201,Madina (BUM) CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4237,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Madina (BUM) CHC,"Fixed, >1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4238,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Madina (BUM) CHC,"Outreach, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4239,Vitamin A given to < 5y,202201,Madina (BUM) CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4240,Vitamin A given to < 5y,202201,Madina (BUM) CHC,"Fixed, >1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4241,Vitamin A given to < 5y,202201,Madina (BUM) CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4242,Vitamin A given to < 5y,202201,Madina (BUM) CHC,"Outreach, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4243,Weight for age below lower line (red),202201,Madina (BUM) CHC,"Fixed, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4244,Weight for age below lower line (red),202201,Madina (BUM) CHC,"Outreach, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4245,Weight for age between middle and lower line (yellow),202201,Madina (BUM) CHC,"Fixed, <1y",default,35,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4246,Weight for age between middle and lower line (yellow),202201,Madina (BUM) CHC,"Fixed, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4247,Weight for age between middle and lower line (yellow),202201,Madina (BUM) CHC,"Outreach, <1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4248,Weight for age between middle and lower line (yellow),202201,Madina (BUM) CHC,"Outreach, >1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4249,Weight for age on or above middle line (green),202201,Madina (BUM) CHC,"Fixed, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4250,Weight for age on or above middle line (green),202201,Madina (BUM) CHC,"Fixed, >1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4251,Weight for age on or above middle line (green),202201,Madina (BUM) CHC,"Outreach, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4252,Weight for age on or above middle line (green),202201,Madina (BUM) CHC,"Outreach, >1y",default,51,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4253,Weight for height 70-79 percent,202201,Madina (BUM) CHC,"Fixed, <1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4254,Weight for height 70-79 percent,202201,Madina (BUM) CHC,"Fixed, >1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4255,Weight for height 70-79 percent,202201,Madina (BUM) CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4256,Weight for height 70-79 percent,202201,Madina (BUM) CHC,"Outreach, >1y",default,35,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4257,Weight for height 80 percent and above,202201,Madina (BUM) CHC,"Fixed, <1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4258,Weight for height 80 percent and above,202201,Madina (BUM) CHC,"Fixed, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4259,Weight for height 80 percent and above,202201,Madina (BUM) CHC,"Outreach, <1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4260,Weight for height 80 percent and above,202201,Madina (BUM) CHC,"Outreach, >1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4261,Weight for height below 70 percent,202201,Madina (BUM) CHC,"Fixed, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4262,Weight for height below 70 percent,202201,Madina (BUM) CHC,"Outreach, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4263,BCG doses given,202201,Mabunduka CHC,"Fixed, <1y",default,19,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4264,BCG doses given,202201,Mabunduka CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4265,Fully Immunized child,202201,Mabunduka CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4266,Fully Immunized child,202201,Mabunduka CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4267,OPV0 doses given,202201,Mabunduka CHC,"Fixed, <1y",default,19,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4268,OPV0 doses given,202201,Mabunduka CHC,"Outreach, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4269,OPV1 doses given,202201,Mabunduka CHC,"Fixed, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4270,OPV1 doses given,202201,Mabunduka CHC,"Outreach, <1y",default,28,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4271,OPV2 doses given,202201,Mabunduka CHC,"Fixed, <1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4272,OPV2 doses given,202201,Mabunduka CHC,"Outreach, <1y",default,19,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4273,OPV3 doses given,202201,Mabunduka CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4274,OPV3 doses given,202201,Mabunduka CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4275,Penta1 doses given,202201,Mabunduka CHC,"Fixed, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4276,Penta1 doses given,202201,Mabunduka CHC,"Outreach, <1y",default,28,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4277,Penta2 doses given,202201,Mabunduka CHC,"Fixed, <1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4278,Penta2 doses given,202201,Mabunduka CHC,"Outreach, <1y",default,19,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4279,Penta3 doses given,202201,Mabunduka CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4280,Penta3 doses given,202201,Mabunduka CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4281,Yellow Fever doses given,202201,Mabunduka CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4282,Yellow Fever doses given,202201,Mabunduka CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4283,Measles doses given,202201,Mabunduka CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4284,Measles doses given,202201,Mabunduka CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4285,Children getting therapeutic feeding,202201,Mabunduka CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4286,Children getting therapeutic feeding,202201,Mabunduka CHC,"Fixed, >1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4287,Children getting therapeutic feeding,202201,Mabunduka CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4288,Children getting therapeutic feeding,202201,Mabunduka CHC,"Outreach, >1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4289,Children supplied with food supplemements,202201,Mabunduka CHC,"Fixed, <1y",default,80,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4290,Children supplied with food supplemements,202201,Mabunduka CHC,"Fixed, >1y",default,60,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4291,Children supplied with food supplemements,202201,Mabunduka CHC,"Outreach, <1y",default,60,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4292,Children supplied with food supplemements,202201,Mabunduka CHC,"Outreach, >1y",default,56,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4293,Mebendazole/Albendazole (for children 12-59 months),202201,Mabunduka CHC,"Fixed, >1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4294,Mebendazole/Albendazole (for children 12-59 months),202201,Mabunduka CHC,"Outreach, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4295,Newborn protected at birth against tetanus (TT2+),202201,Mabunduka CHC,"Fixed, <1y",default,19,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4296,Newborn protected at birth against tetanus (TT2+),202201,Mabunduka CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4297,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Mabunduka CHC,"Fixed, <1y",default,19,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4298,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Mabunduka CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4299,Q_Exclusive breastfeeding at time of Penta 3,202201,Mabunduka CHC,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4300,Q_Exclusive breastfeeding at time of Penta 3,202201,Mabunduka CHC,"Outreach, <1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4301,Q_Slept under LLIN last night Measles,202201,Mabunduka CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4302,Q_Slept under LLIN last night Measles,202201,Mabunduka CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4303,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Mabunduka CHC,"Fixed, >1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4304,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Mabunduka CHC,"Outreach, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4305,Vitamin A given to < 5y,202201,Mabunduka CHC,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4306,Vitamin A given to < 5y,202201,Mabunduka CHC,"Fixed, >1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4307,Vitamin A given to < 5y,202201,Mabunduka CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4308,Vitamin A given to < 5y,202201,Mabunduka CHC,"Outreach, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4309,Weight for age below lower line (red),202201,Mabunduka CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4310,Weight for age below lower line (red),202201,Mabunduka CHC,"Fixed, >1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4311,Weight for age below lower line (red),202201,Mabunduka CHC,"Outreach, >1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4312,Weight for age between middle and lower line (yellow),202201,Mabunduka CHC,"Fixed, >1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4313,Weight for age between middle and lower line (yellow),202201,Mabunduka CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4314,Weight for age between middle and lower line (yellow),202201,Mabunduka CHC,"Outreach, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4315,Weight for age on or above middle line (green),202201,Mabunduka CHC,"Fixed, <1y",default,75,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4316,Weight for age on or above middle line (green),202201,Mabunduka CHC,"Fixed, >1y",default,60,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4317,Weight for age on or above middle line (green),202201,Mabunduka CHC,"Outreach, <1y",default,60,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4318,Weight for age on or above middle line (green),202201,Mabunduka CHC,"Outreach, >1y",default,56,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4319,Weight for height 70-79 percent,202201,Mabunduka CHC,"Fixed, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4320,Weight for height 70-79 percent,202201,Mabunduka CHC,"Fixed, >1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4321,Weight for height 70-79 percent,202201,Mabunduka CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4322,Weight for height 70-79 percent,202201,Mabunduka CHC,"Outreach, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4323,Weight for height 80 percent and above,202201,Mabunduka CHC,"Fixed, <1y",default,75,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4324,Weight for height 80 percent and above,202201,Mabunduka CHC,"Fixed, >1y",default,60,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4325,Weight for height 80 percent and above,202201,Mabunduka CHC,"Outreach, <1y",default,60,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4326,Weight for height 80 percent and above,202201,Mabunduka CHC,"Outreach, >1y",default,56,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4327,Weight for height below 70 percent,202201,Mabunduka CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4328,Weight for height below 70 percent,202201,Mabunduka CHC,"Fixed, >1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4329,Weight for height below 70 percent,202201,Mabunduka CHC,"Outreach, >1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4330,BCG doses given,202201,Loreto Clinic,"Fixed, <1y",default,37,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4331,Fully Immunized child,202201,Loreto Clinic,"Fixed, <1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4332,LLITN given at Penta3,202201,Loreto Clinic,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4333,OPV0 doses given,202201,Loreto Clinic,"Fixed, <1y",default,27,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4334,OPV1 doses given,202201,Loreto Clinic,"Fixed, <1y",default,27,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4335,OPV2 doses given,202201,Loreto Clinic,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4336,OPV3 doses given,202201,Loreto Clinic,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4337,Penta1 doses given,202201,Loreto Clinic,"Fixed, <1y",default,27,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4338,Penta2 doses given,202201,Loreto Clinic,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4339,Penta3 doses given,202201,Loreto Clinic,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4340,Yellow Fever doses given,202201,Loreto Clinic,"Fixed, <1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4341,Measles doses given,202201,Loreto Clinic,"Fixed, <1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4342,Newborn protected at birth against tetanus (TT2+),202201,Loreto Clinic,"Fixed, <1y",default,27,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4343,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Loreto Clinic,"Fixed, <1y",default,24,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4344,Q_Exclusive breastfeeding at time of Penta 3,202201,Loreto Clinic,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4345,Q_LLITN given at time of 2nd Vit A dose,202201,Loreto Clinic,"Fixed, >1y",default,71,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4346,Q_Slept under LLIN last night Measles,202201,Loreto Clinic,"Fixed, <1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4347,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Loreto Clinic,"Fixed, >1y",default,17,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4348,Vitamin A given to < 5y,202201,Loreto Clinic,"Fixed, <1y",default,22,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4349,Vitamin A given to < 5y,202201,Loreto Clinic,"Fixed, >1y",default,71,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4350,Weight for age below lower line (red),202201,Loreto Clinic,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4351,Weight for age below lower line (red),202201,Loreto Clinic,"Fixed, >1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4352,Weight for age between middle and lower line (yellow),202201,Loreto Clinic,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4353,Weight for age between middle and lower line (yellow),202201,Loreto Clinic,"Fixed, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4354,Weight for age on or above middle line (green),202201,Loreto Clinic,"Fixed, <1y",default,212,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4355,Weight for age on or above middle line (green),202201,Loreto Clinic,"Fixed, >1y",default,171,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4356,Weight for height 70-79 percent,202201,Loreto Clinic,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4357,Weight for height 70-79 percent,202201,Loreto Clinic,"Fixed, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4358,Weight for height 80 percent and above,202201,Loreto Clinic,"Fixed, <1y",default,212,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4359,Weight for height 80 percent and above,202201,Loreto Clinic,"Fixed, >1y",default,171,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4360,Weight for height below 70 percent,202201,Loreto Clinic,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4361,Weight for height below 70 percent,202201,Loreto Clinic,"Fixed, >1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:01:49.000+0000,,False
4362,BCG doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,104,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4363,Fully Immunized child,202201,Macauley Satellite Hospital,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4364,OPV0 doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,70,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4365,OPV1 doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,55,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4366,OPV2 doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,34,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4367,OPV3 doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,26,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4368,Penta1 doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,55,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4369,Penta2 doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,34,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4370,Penta3 doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,26,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4371,Yellow Fever doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4372,Measles doses given,202201,Macauley Satellite Hospital,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4373,Newborn protected at birth against tetanus (TT2+),202201,Macauley Satellite Hospital,"Fixed, <1y",default,63,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4374,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Macauley Satellite Hospital,"Fixed, <1y",default,104,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4375,Q_Exclusive breastfeeding at time of Penta 3,202201,Macauley Satellite Hospital,"Fixed, <1y",default,26,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4376,Q_Slept under LLIN last night Measles,202201,Macauley Satellite Hospital,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4377,Vitamin A given to < 5y,202201,Macauley Satellite Hospital,"Fixed, <1y",default,29,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4378,Vitamin A given to < 5y,202201,Macauley Satellite Hospital,"Fixed, >1y",default,104,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4379,Weight for age below lower line (red),202201,Macauley Satellite Hospital,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4380,Weight for age between middle and lower line (yellow),202201,Macauley Satellite Hospital,"Fixed, <1y",default,35,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4381,Weight for age on or above middle line (green),202201,Macauley Satellite Hospital,"Fixed, <1y",default,55,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4382,Weight for height 70-79 percent,202201,Macauley Satellite Hospital,"Fixed, <1y",default,35,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4383,Weight for height 80 percent and above,202201,Macauley Satellite Hospital,"Fixed, <1y",default,55,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4384,Weight for height below 70 percent,202201,Macauley Satellite Hospital,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4385,BCG doses given,202201,Lumley Hospital,"Fixed, <1y",default,84,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4386,Fully Immunized child,202201,Lumley Hospital,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4387,OPV0 doses given,202201,Lumley Hospital,"Fixed, <1y",default,78,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4388,OPV1 doses given,202201,Lumley Hospital,"Fixed, <1y",default,76,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4389,OPV2 doses given,202201,Lumley Hospital,"Fixed, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4390,OPV3 doses given,202201,Lumley Hospital,"Fixed, <1y",default,56,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4391,Penta1 doses given,202201,Lumley Hospital,"Fixed, <1y",default,76,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4392,Penta2 doses given,202201,Lumley Hospital,"Fixed, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4393,Penta3 doses given,202201,Lumley Hospital,"Fixed, <1y",default,56,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
